Date,Home Team,Rating,Win Probability,Away Team,Rating,Win Probability,Home Score,Away Score,Home Rating (New),Away Rating (New)
1998-10-23,mankato-state,1512.6298390375414,0.6473604301609868,canisius,1507.1037963963317,0.3526395698390132,11,3,1506.1562347359315,1513.5774006979416
1998-10-23,denver,1500,0.6566384234025231,nebraska-omaha,1487.3701609624586,0.3433615765974768,4,1,1503.4336157659748,1483.9365451964838
1998-10-23,clarkson,1500,0.6179208185817906,northern-michigan,1516.488218895681,0.3820791814182094,5,6,1493.820791814182,1522.667427081499
1998-10-23,bentley,1492.8962036036683,0.6305911142479185,fairfield,1500,0.36940888575208153,7,3,1496.5902924611892,1496.305911142479
1998-10-23,army,1500,0.6400649998028851,alabama-huntsville,1500,0.35993500019711494,2,3,1493.599350001971,1506.400649998029
1998-10-23,air-force,1500,0.6400649998028851,holy-cross,1500,0.35993500019711494,5,5,1498.599350001971,1501.400649998029
1998-10-23,minnesota,1499.5082689134297,0.6394126155776836,st-cloud-state,1500,0.36058738442231647,3,0,1503.1141427576529,1496.3941261557768
1998-10-23,michigan-tech,1492.8882399647778,0.6305804353842889,colorado-college,1500,0.3694195646157111,1,3,1486.582435610935,1506.3058043538429
1998-10-23,iona,1500,0.6400649998028851,quinnipiac-college,1500,0.35993500019711494,1,5,1493.599350001971,1506.400649998029
1998-10-23,alaska,1499.5718488801108,0.6387475159806555,michigan,1500.5644960074371,0.3612524840193445,1,6,1493.1843737203042,1506.9519711672438
1998-10-23,notre-dame,1525.5609273888183,0.6821618201978368,ohio-state,1492.888389844162,0.3178381798021633,3,0,1528.7393091868398,1489.7100080461405
1998-10-23,bowling-green,1504.799542387598,0.643650091105385,michigan-state,1502.0902692034203,0.356349908894615,1,7,1498.3630414765441,1508.5267701144742
1998-10-24,new-hampshire,1509.6646765074056,0.6627548059460955,miami,1492.3018300041292,0.3372451940539045,4,1,1513.0371284479447,1488.92937806359
1998-10-24,umass-lowell,1506.3525079137873,0.6437080312840066,rensselaer,1503.599350001971,0.3562919687159935,8,4,1509.9154276009474,1500.036430314811
1998-10-24,providence,1493.412152817726,0.6611721827625889,lake-superior,1477.2779466744921,0.338827817237411,7,2,1496.8004309901003,1473.889668502118
1998-10-24,maine,1512.6298390375414,0.64823199906658,union,1506.4401850974687,0.3517680009334199,6,1,1516.1475190468757,1502.9225050881344
1998-10-24,merrimack,1493.599350001971,0.6229189039512544,st-lawrence,1506.400649998029,0.3770810960487455,3,6,1487.3701609624586,1512.6298390375414
1998-10-24,mankato-state,1506.1562347359315,0.6301654377577642,canisius,1513.5774006979416,0.36983456224223576,6,0,1509.8545803583538,1509.8790550755193
1998-10-24,fairfield,1496.305911142479,0.6436465103072654,iona,1493.599350001971,0.35635348969273467,3,12,1499.8694460394065,1490.0358151050436
1998-10-24,denver,1503.4336157659748,0.6654952528542658,nebraska-omaha,1483.9365451964838,0.3345047471457342,5,1,1506.778663237432,1480.5914977250266
1998-10-24,clarkson,1493.820791814182,0.6009899702995358,northern-michigan,1522.667427081499,0.39901002970046423,2,3,1487.8108921111866,1528.6773267844944
1998-10-24,boston-university,1496.400649998029,0.6437715875315656,vermont,1493.599350001971,0.3562284124684344,6,8,1489.9629341227132,1500.0370658772868
1998-10-24,bentley,1496.5902924611892,0.626954439564108,quinnipiac-college,1506.400649998029,0.37304556043589193,4,7,1490.320748065548,1512.67019439367
1998-10-24,army,1493.599350001971,0.6229189039512544,alabama-huntsville,1506.400649998029,0.3770810960487455,2,1,1497.3701609624586,1502.6298390375414
1998-10-24,air-force,1498.599350001971,0.6363416309207109,holy-cross,1501.400649998029,0.363658369079289,5,2,1502.2359336927639,1497.7640663072361
1998-10-24,st-cloud-state,1496.3941261557768,0.6311055931072485,minnesota,1503.1141427576529,0.36889440689275155,6,5,1500.0830702247042,1499.4251986887255
1998-10-24,michigan-tech,1486.582435610935,0.6135144735665681,colorado-college,1506.3058043538429,0.386485526433432,2,5,1480.4472908752691,1512.4409490895086
1998-10-24,western-michigan,1491.7428067496692,0.589688374591577,notre-dame,1528.7393091868398,0.41031162540842303,2,1,1495.8459230037533,1524.6361929327556
1998-10-24,alaska,1493.1843737203042,0.62161144300821,michigan,1506.9519711672438,0.37838855699178997,1,2,1486.968259290222,1513.168085597326
1998-10-24,michigan-state,1508.5267701144742,0.664622904696824,ohio-state,1489.7100080461405,0.33537709530317605,4,4,1506.8805410675059,1491.3562370931088
1998-10-24,bowling-green,1498.3630414765441,0.6330333129145597,ferris-state,1503.6430719248667,0.36696668708544034,2,1,1502.0327083473985,1499.9734050540123
1998-10-30,nebraska-omaha,1480.5914977250266,0.6004149650615777,mankato-state,1509.8545803583538,0.3995850349384223,1,5,1474.5873480744108,1515.8587300089696
1998-10-30,st-cloud-state,1500.0830702247042,0.6401260077792859,vermont,1500.0370658772868,0.3598739922207142,3,4,1493.6818101469114,1506.4383259550796
1998-10-30,colgate,1496.4380986590895,0.6388279868318253,army,1497.3701609624586,0.36117201316817465,4,3,1500.0498187907713,1493.7584408307769
1998-10-30,air-force,1502.2359336927639,0.6430248828887711,wisconsin-stout,1500,0.35697511711122887,3,2,1505.8056848638762,1496.4302488288877
1998-10-30,wisconsin,1490.8790692821156,0.6286549371771879,minnesota,1499.4251986887255,0.3713450628228122,2,3,1484.5925199103438,1505.7117480604973
1998-10-30,north-dakota,1500,0.643122175678335,minnesota-duluth,1497.6904310905124,0.356877824321665,3,0,1503.5687782432167,1494.1216528472958
1998-10-30,michigan-tech,1480.4472908752691,0.6044569234023562,denver,1506.778663237432,0.3955430765976438,2,5,1474.4027216412455,1512.8232324714556
1998-10-30,colorado-college,1512.4409490895086,0.6720564157841304,alaska-anchorage,1487.7983120823478,0.3279435842158695,8,2,1515.7203849316672,1484.5188762401892
1998-10-30,quinnipiac-college,1512.67019439367,0.6437581740228839,canisius,1509.8790550755193,0.35624182597711607,6,3,1516.2326126534413,1506.316636815748
1998-10-30,iona,1490.0358151050436,0.6267473129367118,connecticut,1500,0.3732526870632882,3,6,1483.7683419756765,1506.267473129367
1998-10-30,holy-cross,1497.7640663072361,0.6370944255174505,sacred-heart,1500,0.36290557448254945,7,3,1501.3931220520617,1496.3709442551744
1998-10-30,fairfield,1499.8694460394065,0.6398918429813931,american-international,1500,0.3601081570186069,2,3,1493.4705276095926,1506.3989184298139
1998-10-30,massachusetts,1490.0278346688733,0.6435819599084747,merrimack,1487.3701609624586,0.35641804009152533,3,2,1493.5920150697887,1483.8059805615433
1998-10-30,providence,1496.8004309901003,0.6490819066437443,boston-university,1489.9629341227132,0.35091809335625573,5,4,1500.3096119236627,1486.4537531891508
1998-10-30,boston-college,1512.8012999960579,0.6438832261114464,umass-lowell,1509.9154276009474,0.35611677388855356,7,3,1516.3624677349435,1506.3542598620618
1998-10-30,michigan,1513.168085597326,0.6546961899203595,bowling-green,1502.0327083473985,0.3453038100796405,5,2,1516.6211236981223,1498.579670246602
1998-10-30,miami,1488.92937806359,0.6308421727390463,western-michigan,1495.8459230037533,0.36915782726095375,3,3,1487.6209563361997,1497.1543447311437
1998-10-30,michigan-state,1506.8805410675059,0.6106805767218167,northern-michigan,1528.6773267844944,0.38931942327818325,3,1,1510.7737353002876,1524.7841325517127
1998-10-30,ferris-state,1499.9734050540123,0.6571253605632277,alaska,1486.968259290222,0.3428746394367724,8,3,1503.40215144838,1483.5395128958544
1998-10-31,nebraska-omaha,1474.5873480744108,0.5837214084221135,mankato-state,1515.8587300089696,0.41627859157788655,6,5,1478.7501339901896,1511.6959440931907
1998-10-31,union,1502.9225050881344,0.6650074240317744,merrimack,1483.8059805615433,0.3349925759682255,1,5,1496.2724308478166,1490.456054801861
1998-10-31,st-cloud-state,1493.6818101469114,0.6229794565669095,vermont,1506.4383259550796,0.37702054343309055,4,2,1497.4520155812422,1502.6681205207487
1998-10-31,rensselaer,1500.036430314811,0.6483479422546363,army,1493.7584408307769,0.35165205774536373,7,1,1503.5529508922646,1490.2419202533233
1998-10-31,ohio-state,1491.3562370931088,0.633151088309486,niagara,1496.5481880156572,0.36684891169051403,3,6,1485.024726210014,1502.879698898752
1998-10-31,colgate,1500.0498187907713,0.6232180584839743,st-lawrence,1512.6298390375414,0.3767819415160257,1,3,1493.8176382059314,1518.8620196223812
1998-10-31,air-force,1505.8056848638762,0.6524023004009332,wisconsin-stout,1496.4302488288877,0.34759769959906683,5,1,1509.281661859867,1492.954271832897
1998-10-31,wisconsin,1484.5925199103438,0.6116074792880061,minnesota,1505.7117480604973,0.3883925207119939,2,3,1478.4764451174638,1511.8278228533773
1998-10-31,north-dakota,1503.5687782432167,0.652495878768377,minnesota-duluth,1494.1216528472958,0.34750412123162294,4,1,1507.043819455533,1490.6466116349795
1998-10-31,michigan-tech,1474.4027216412455,0.587703552383021,denver,1512.8232324714556,0.4122964476169791,2,5,1468.5256861174153,1518.700267995286
1998-10-31,colorado-college,1515.7203849316672,0.6803230045381702,alaska-anchorage,1484.5188762401892,0.3196769954618298,4,1,1518.9171548862855,1481.322106285571
1998-10-31,sacred-heart,1496.3709442551744,0.6333780552952092,holy-cross,1501.3931220520617,0.36662194470479087,1,4,1490.0371637022224,1507.7269026050137
1998-10-31,quinnipiac-college,1516.2326126534413,0.6531075932869096,canisius,1506.316636815748,0.3468924067130903,2,1,1519.7015367205722,1502.8477127486171
1998-10-31,iona,1483.7683419756765,0.6097189192008616,connecticut,1506.267473129367,0.39028108079913826,3,5,1477.6711527836678,1512.3646623213758
1998-10-31,american-international,1506.3989184298139,0.6570258026487074,fairfield,1493.4705276095926,0.34297419735129253,5,0,1509.8286604033267,1490.0407856360798
1998-10-31,umass-lowell,1506.3542598620618,0.6266880279829722,boston-college,1516.3624677349435,0.37331197201702776,4,6,1500.087379582232,1522.6293480147733
1998-10-31,boston-university,1486.4537531891508,0.6214919314864396,providence,1500.3096119236627,0.37850806851356045,4,6,1480.2388338742865,1506.524531238527
1998-10-31,michigan,1516.6211236981223,0.6291696414206022,northern-michigan,1524.7841325517127,0.37083035857939783,1,6,1510.3294272839164,1531.0758289659186
1998-10-31,miami,1487.6209563361997,0.6273272576320985,western-michigan,1497.1543447311437,0.3726727423679015,7,4,1491.3476837598787,1493.4276173074647
1998-10-31,ferris-state,1503.40215144838,0.6659635480625867,alaska,1483.5395128958544,0.33403645193741316,5,2,1506.7425159677541,1480.1991483764803
1998-11-01,massachusetts,1493.5920150697887,0.6138942064790619,new-hampshire,1513.0371284479447,0.3861057935209381,1,4,1487.453073004998,1519.1760705127354
1998-11-06,nebraska-omaha,1478.7501339901896,0.6246879036048639,army,1490.2419202533233,0.375312096395136,5,6,1472.503254954141,1496.4887992893719
1998-11-06,north-dakota,1507.043819455533,0.6651566803879713,clarkson,1487.8108921111866,0.33484331961202873,6,2,1510.3922526516533,1484.4624589150662
1998-11-06,union,1496.2724308478166,0.6303541061348399,rensselaer,1503.5529508922646,0.36964589386516006,2,3,1489.9688897864683,1509.856491953613
1998-11-06,ferris-state,1506.7425159677541,0.6334699488102444,mankato-state,1511.6959440931907,0.3665300511897555,3,3,1505.4078164796517,1513.0306435812931
1998-11-06,cornell,1500,0.6362371886462563,niagara,1502.879698898752,0.36376281135374366,3,2,1503.6376281135374,1499.2420707852145
1998-11-06,boston-university,1480.2388338742865,0.6134628811110243,princeton,1500,0.3865371188889757,9,1,1484.1042050631763,1496.1346288111101
1998-11-06,bemidji-state,1500,0.6276659662798926,air-force,1509.281661859867,0.3723340337201074,3,2,1503.723340337201,1505.558321522666
1998-11-06,boston-college,1522.6293480147733,0.6373992700276956,notre-dame,1524.6361929327556,0.36260072997230447,5,5,1521.2553553144965,1526.0101856330325
1998-11-06,minnesota,1511.8278228533773,0.6306105099490945,colorado-college,1518.9171548862855,0.3693894900509054,1,7,1505.5217177538864,1525.2232599857764
1998-11-06,minnesota-duluth,1490.6466116349795,0.6560415777768284,wisconsin,1478.4764451174638,0.3439584222231717,1,3,1484.0861958572114,1485.036860895232
1998-11-06,alaska-anchorage,1481.322106285571,0.6568545928080858,michigan-tech,1468.5256861174153,0.3431454071919142,3,2,1484.7535603574902,1465.094232045496
1998-11-06,denver,1518.700267995286,0.6677355549862432,st-cloud-state,1497.4520155812422,0.3322644450137568,5,3,1522.0229124454236,1494.1293711311046
1998-11-06,quinnipiac-college,1519.7015367205722,0.6783909968564048,fairfield,1490.0407856360798,0.3216090031435952,6,1,1522.9176267520081,1486.824695604644
1998-11-06,iona,1477.6711527836678,0.6235072946095542,sacred-heart,1490.0371637022224,0.3764927053904457,7,3,1481.4360798375724,1486.2722366483179
1998-11-06,holy-cross,1507.7269026050137,0.6465099264617313,canisius,1502.8477127486171,0.3534900735382686,3,2,1511.2618033403965,1499.3128120132344
1998-11-06,american-international,1509.8286604033267,0.6366949631239778,connecticut,1512.3646623213758,0.3633050368760223,2,2,1508.461710772087,1513.7316119526156
1998-11-06,providence,1506.524531238527,0.6231213800890365,new-hampshire,1519.1760705127354,0.3768786199109635,6,1,1510.2933174376367,1515.4072843136257
1998-11-06,northeastern,1506.392197990854,0.6609167172101182,merrimack,1490.456054801861,0.3390832827898818,4,5,1499.7830308187526,1497.0652219739623
1998-11-06,maine,1516.1475190468757,0.6610766610639635,umass-lowell,1500.087379582232,0.33892333893603654,3,2,1519.5367524362362,1496.6981461928715
1998-11-06,harvard,1500,0.6400649998028851,brown,1500,0.35993500019711494,1,4,1493.599350001971,1506.400649998029
1998-11-06,western-michigan,1493.4276173074647,0.6655476343837559,lake-superior,1473.889668502118,0.3344523656162441,2,2,1491.7721409636272,1475.5451448459555
1998-11-06,alaska,1480.1991483764803,0.6251510474411293,miami,1491.3476837598787,0.3748489525588707,3,2,1483.947637902069,1487.59919423429
1998-11-06,northern-michigan,1531.0758289659186,0.6819416411897582,bowling-green,1498.579670246602,0.31805835881024186,5,6,1524.256412554021,1505.3990866584998
1998-11-06,michigan-state,1510.7737353002876,0.6734585341391283,ohio-state,1485.024726210014,0.32654146586087174,3,1,1514.0391499588964,1481.7593115514053
1998-11-07,nebraska-omaha,1472.503254954141,0.6076809028032573,army,1496.4887992893719,0.3923190971967428,1,2,1466.4264459261085,1502.5656083174044
1998-11-07,north-dakota,1510.3922526516533,0.6736873509937009,clarkson,1484.4624589150662,0.326312649006299,5,1,1513.6553791417164,1481.1993324250031
1998-11-07,northeastern,1499.7830308187526,0.6046003495929365,notre-dame,1526.0101856330325,0.39539965040706343,3,4,1493.7370273228232,1532.056189128962
1998-11-07,ferris-state,1505.4078164796517,0.6298948516042825,mankato-state,1513.0306435812931,0.3701051483957175,3,1,1509.1088679636089,1509.329592097336
1998-11-07,bemidji-state,1503.723340337201,0.6376278936526436,air-force,1505.558321522666,0.3623721063473564,7,3,1507.3470614006746,1501.9346004591923
1998-11-07,minnesota,1505.5217177538864,0.6135442650321756,colorado-college,1525.2232599857764,0.3864557349678243,1,6,1499.3862751035647,1531.358702636098
1998-11-07,minnesota-duluth,1484.0861958572114,0.6388032788673118,wisconsin,1485.036860895232,0.36119672113268814,1,3,1477.6981630685382,1491.424893683905
1998-11-07,alaska-anchorage,1484.7535603574902,0.6657031465000631,michigan-tech,1465.094232045496,0.3342968534999369,1,2,1478.0965288924895,1471.7512635104968
1998-11-07,denver,1522.0229124454236,0.6761674966480631,st-cloud-state,1494.1293711311046,0.3238325033519369,3,6,1515.261237478943,1500.891046097585
1998-11-07,connecticut,1513.7316119526156,0.6470237581087732,american-international,1508.461710772087,0.3529762418912268,3,1,1517.2613743715278,1504.9319483531747
1998-11-07,sacred-heart,1486.2722366483179,0.6464533121852188,iona,1481.4360798375724,0.35354668781478105,3,5,1479.8077035264657,1487.9006129594245
1998-11-07,holy-cross,1511.2618033403965,0.6557542248328989,canisius,1499.3128120132344,0.344245775167101,4,4,1509.7042610920676,1500.8703542615633
1998-11-07,new-hampshire,1515.4072843136257,0.6468187267180402,providence,1510.2933174376367,0.3531812732819599,3,1,1518.9390970464453,1506.761504704817
1998-11-07,maine,1519.5367524362362,0.6697635571525852,umass-lowell,1496.6981461928715,0.3302364428474148,5,2,1522.8391168647104,1493.3957817643973
1998-11-07,western-michigan,1491.7721409636272,0.6532338963244664,ohio-state,1481.7593115514053,0.3467661036755336,2,2,1490.2398020003825,1483.29165051465
1998-11-07,alaska,1483.947637902069,0.6352082431030159,miami,1487.59919423429,0.364791756896984,5,2,1487.5955554710388,1483.9512766653202
1998-11-07,northern-michigan,1524.256412554021,0.6646749506094581,bowling-green,1505.3990866584998,0.3353250493905418,4,1,1527.6096630479262,1502.0458361645944
1998-11-07,michigan-state,1514.0391499588964,0.6893828343549474,lake-superior,1475.5451448459555,0.3106171656450526,2,1,1517.1453216153468,1472.438973189505
1998-11-08,massachusetts,1487.453073004998,0.6318741680510167,harvard,1493.599350001971,0.36812583194898324,1,3,1481.134331324488,1499.9180916824812
1998-11-08,dartmouth,1500,0.6410695380996377,niagara,1499.2420707852145,0.35893046190036226,8,5,1503.5893046190035,1495.652766166211
1998-11-10,merrimack,1497.0652219739623,0.6444668522294229,northeastern,1493.7370273228232,0.35553314777057715,4,3,1500.620553451668,1490.1816958451175
1998-11-13,providence,1506.761504704817,0.6776402350987697,minnesota-duluth,1477.6981630685382,0.3223597649012303,7,2,1509.9851023538295,1474.4745654195258
1998-11-13,mankato-state,1509.329592097336,0.6489012789389308,alabama-huntsville,1502.6298390375414,0.3510987210610691,4,4,1507.8405793079467,1504.1188518269307
1998-11-13,air-force,1501.9346004591923,0.6426266142562547,bethel,1500,0.3573733857437454,9,2,1505.5083343166298,1496.4262661425626
1998-11-13,army,1502.5656083174044,0.642640435027178,merrimack,1500.620553451668,0.35735956497282195,3,5,1496.1392039671327,1507.0469578019397
1998-11-13,wisconsin,1491.424893683905,0.6575444523382186,alaska-anchorage,1478.0965288924895,0.34245554766178143,2,1,1494.849449160523,1474.6719734158717
1998-11-13,minnesota,1499.3862751035647,0.6209321744150763,north-dakota,1513.6553791417164,0.3790678255849237,4,4,1498.176953359414,1514.864700885867
1998-11-13,st-cloud-state,1500.891046097585,0.6777363493616114,michigan-tech,1471.7512635104968,0.3222636506383886,1,3,1494.113682603969,1478.5286270041129
1998-11-13,colorado-college,1531.358702636098,0.6611248005933634,denver,1515.261237478943,0.3388751994066366,6,4,1534.7474546301644,1511.8724854848767
1998-11-13,connecticut,1517.2613743715278,0.6325300696320777,quinnipiac-college,1522.9176267520081,0.36746993036792236,2,1,1520.9360736752071,1519.2429274483288
1998-11-13,fairfield,1486.824695604644,0.6091976683665491,holy-cross,1509.7042610920676,0.39080233163345085,0,7,1480.7327189209784,1515.796237775733
1998-11-13,canisius,1500.8703542615633,0.6570794395786874,iona,1487.9006129594245,0.3429205604213126,2,3,1494.2995598657765,1494.4714073552113
1998-11-13,new-hampshire,1518.9390970464453,0.6848545131097766,boston-university,1484.1042050631763,0.3151454868902234,2,2,1517.0905519153475,1485.9527501942741
1998-11-13,massachusetts,1481.134331324488,0.5831150513982146,maine,1522.8391168647104,0.4168849486017853,2,1,1485.3031808105059,1518.6702673786924
1998-11-13,boston-college,1521.2553553144965,0.6801629242165576,northeastern,1490.1816958451175,0.3198370757834425,4,5,1514.453726072331,1496.983325087283
1998-11-13,vermont,1502.6681205207487,0.6567284796843504,union,1489.9688897864683,0.3432715203156496,4,1,1506.1008357239052,1486.5361745833118
1998-11-13,st-lawrence,1518.8620196223812,0.6696219404590482,princeton,1496.1346288111101,0.3303780595409518,0,2,1512.1658002177908,1502.8308482157006
1998-11-13,harvard,1499.9180916824812,0.6351175609956421,cornell,1503.6376281135374,0.3648824390043579,2,7,1493.5669160725247,1509.988803723494
1998-11-13,dartmouth,1503.5893046190035,0.6317122535026813,rensselaer,1509.856491953613,0.36828774649731877,5,8,1497.2721820839768,1516.1736144886397
1998-11-13,clarkson,1481.1993324250031,0.6147731439798887,yale,1500,0.3852268560201113,3,1,1485.0516009852042,1496.147731439799
1998-11-13,brown,1506.400649998029,0.6565776448111331,colgate,1493.8176382059314,0.3434223551888668,2,3,1499.8348735499176,1500.3834146540428
1998-11-13,michigan,1510.3294272839164,0.6696301939171555,alaska,1487.5955554710388,0.3303698060828445,6,3,1513.633125344745,1484.2918574102102
1998-11-13,ohio-state,1483.29165051465,0.5940585333726177,michigan-state,1517.1453216153468,0.40594146662738234,3,2,1487.3510651809238,1513.085906949073
1998-11-13,notre-dame,1532.056189128962,0.67882991314382,bowling-green,1502.0458361645944,0.32117008685618,6,2,1535.2678899975238,1498.8341352960326
1998-11-13,miami,1483.9512766653202,0.5803787524664482,northern-michigan,1527.6096630479262,0.41962124753355184,3,4,1478.1474891406556,1533.4134505725908
1998-11-13,ferris-state,1509.1088679636089,0.6871298757122958,lake-superior,1472.438973189505,0.3128701242877041,1,1,1507.237569206486,1474.310271946628
1998-11-14,providence,1509.9851023538295,0.6856933373503129,minnesota-duluth,1474.4745654195258,0.3143066626496871,4,5,1503.1281689803263,1481.331498793029
1998-11-14,mankato-state,1507.8405793079467,0.64498574193532,alabama-huntsville,1504.1188518269307,0.35501425806468007,5,2,1511.3907218885934,1500.568709246284
1998-11-14,air-force,1505.5083343166298,0.6520192355580466,bethel,1496.4262661425626,0.3479807644419533,5,0,1508.9881419610492,1492.946458498143
1998-11-14,army,1496.1392039671327,0.643695177773894,umass-lowell,1493.3957817643973,0.35630482222610615,3,4,1489.702252189394,1499.832733542136
